,YEAR,CATEGORY,HEI,COURSE TITLE,COURSE CODE,R1 POINTS,R2 POINTS,MID SEASON POINTS,FINAL SEASON POINTS,R1 Random *,R2 Random*,FINAL SEASON POINTS RANDOM*,Test/Interview #
0,2020,Business and administration,American College,International Business,AC120,209,,280,209,,,,
1,2020,Humanities (except languages),American College,Liberal Arts,AC137,252,,270,252,,,,
2,2020,Arts,National College of Art and Design,"First Year Art & Design (Common Entry,portfolio)",AD101,NaN,,NaN,NaN,,,,#
3,2020,Arts,National College of Art and Design,Graphic Design and Moving Image Design (portfolio),AD102,NaN,,NaN,NaN,,,,#
4,2020,Arts,National College of Art and Design,Textile & Surface Design and Jewellery & Objects (portfolio),AD103,NaN,,NaN,NaN,,,,#
5,2020,Education,National College of Art and Design,"Education & Design or Fine Art (Second Level Teaching,portfolio))",AD202,NaN,,NaN,NaN,,,,#
6,2020,Arts,National College of Art and Design,Fine Art (portfolio),AD204,NaN,,NaN,NaN,,,,#
7,2020,Arts,National College of Art and Design,Fashion Design (portfolio),AD211,NaN,,NaN,NaN,,,,#
8,2020,Arts,National College of Art and Design,Product Design (portfolio),AD212,NaN,,NaN,NaN,,,,#
9,2020,Arts,National College of Art and Design,Visual Culture,AD215,377,320,389,320,,,,
10,2020,Arts,National College of Art and Design,Illustration (portfolio),AD217,NaN,,NaN,NaN,,,,#
11,2020,Information and Communication Technologies (ICTs),National College of Art and Design,Interaction Design (portfolio),AD222,NaN,,NaN,NaN,,,,#
45,2020,Information and Communication Technologies (ICTs),Athlone Institute of Technology,Software Design with Virtual Reality and Gaming,AL801,303,,367,303,,,,
46,2020,Information and Communication Technologies (ICTs),Athlone Institute of Technology,Software Design with Artificial Intelligence for Cloud Computing,AL802,332,,382,332,,,,
47,2020,Information and Communication Technologies (ICTs),Athlone Institute of Technology,Software Design with Mobile Apps and Connected Devices,AL803,337,,360,337,,,,
48,2020,Information and Communication Technologies (ICTs),Athlone Institute of Technology,Computer Engineering with Network Infrastructure,AL805,333,,360,333,,,,
49,2020,Architecture and construction,Athlone Institute of Technology,Quantity Surveying,AL810,319,,352,326,,,,
50,2020,Architecture and construction,Athlone Institute of Technology,Civil Engineering,AL811,320,,432,320,,,,
51,2020,Manufacturing and processing,Athlone Institute of Technology,Mechanical and Polymer Engineering,AL820,308,,379,308,,,,
52,2020,Health,Athlone Institute of Technology,General Nursing,AL830,442,,463,442,,,,
53,2020,Health,Athlone Institute of Technology,Psychiatric Nursing,AL832,387,384,399,384,*,,,
54,2020,Health,Athlone Institute of Technology,Nutrition and Health Science,AL836,334,,379,334,,,,
55,2020,Personal services,Athlone Institute of Technology,Sports Science with Exercise Physiology,AL837,351,,384,351,,,,
56,2020,Biological and related sciences,Athlone Institute of Technology,Biotechnology,AL838,307,,356,307,,,,
57,2020,Biological and related sciences,Athlone Institute of Technology,Microbiology,AL839,325,,393,325,,,,
58,2020,Physical sciences,Athlone Institute of Technology,Pharmaceutical Sciences,AL840,347,,403,347,,,,
59,2020,Health,Athlone Institute of Technology,Athletic and Rehabilitation Therapy,AL841,430,,465,430,,,,
60,2020,Biological and related sciences,Athlone Institute of Technology,Bioveterinary Science,AL842,313,,383,313,,,,
61,2020,Health,Athlone Institute of Technology,Physical Activity and Health Science,AL843,306,,326,306,,,,
62,2020,Business and administration,Athlone Institute of Technology,Business,AL850,309,,377,309,,,,
63,2020,Law,Athlone Institute of Technology,Business and Law,AL851,295,,351,295,,,,
64,2020,Business and administration,Athlone Institute of Technology,Accounting,AL852,309,,422,309,,,,
65,2020,Personal services,Athlone Institute of Technology,Sport Management (with international placement),AL854,302,299,338,299,,,,
66,2020,Personal services,Athlone Institute of Technology,Hospitality Management (with international placement),AL855,308,,347,308,,,,
67,2020,Business and administration,Athlone Institute of Technology,Digital Marketing,AL857,304,,332,304,,,,
68,2020,Welfare,Athlone Institute of Technology,Social Care Practice,AL860,300,,348,300,,,,
69,2020,Arts,Athlone Institute of Technology,Animation and Illustration (portfolio),AL861,578,,878,578,,,,#
70,2020,Arts,Athlone Institute of Technology,Graphic and Digital Design (portfolio),AL863,781,,824,781,,,,#
71,2020,Welfare,Athlone Institute of Technology,Early Years Care and Education,AL864,307,,346,307,,,,
72,2020,Social and behavioural sciences,Athlone Institute of Technology,Applied Psychology,AL870,418,,444,418,,,,
73,2020,Education,St. Angela`s College,"Education, Home Economics and Biology - with concurrent Teacher Ed",AS001,510,,544,518,,,,
74,2020,Education,St. Angela`s College,"Education, Home Economics and Religious Ed - with concurrent Teacher Ed",AS002,441,434,466,434,*,*,*,
75,2020,Education,St. Angela`s College,"Education, Home Economics and Irish - with concurrent Teacher Ed",AS003,440,440,484,440,*,,,
76,2020,Business and administration,St. Angela`s College,"Nutrition, Food and Business Management",AS051,328,317,398,317,,,,
77,2020,Biological and related sciences,St. Angela`s College,Home Economics,AS054,408,398,429,398,,,,
78,2020,Health,St. Angela`s College,General Nursing,AS110,419,,431,419,*,,*,
79,2020,Health,St. Angela`s College,Intellectual Disability Nursing,AS130,336,328,339,317,*,,,
83,2020,Welfare,Irish College of Humanities & Applied Sciences,Counselling and Psychotherapy,CI110,310,,392,310,,,,
84,2020,Welfare,Irish College of Humanities & Applied Sciences,Counselling and Addiction Studies,CI111,301,,319,301,,,,
85,2020,Welfare,Irish College of Humanities & Applied Sciences,Counselling and Youth Studies,CI112,311,,311,311,,,,
86,2020,Arts,University College Cork (NUI),Arts - 3 years,CK101,300,,388,300,,,,
87,2020,Social and behavioural sciences,University College Cork (NUI),Social Science,CK102,412,,451,412,,,,
88,2020,Arts,University College Cork (NUI),Arts with Music - 3 or 4 years (BMus or Chinese/European/Int`l Pathway),CK104,302,,435,302,,,,#
89,2020,Arts,University College Cork (NUI),Film and Screen Media - 3 years or 4 years (International Pathway),CK105,368,337,418,319,,,,
90,2020,Humanities (except languages),University College Cork (NUI),Geographical and Archaeological Sciences - 3 or 4 years (Int`l Pathway),CK107,328,,388,328,,,,
91,2020,Languages,University College Cork (NUI),Arts International - 4 years,CK108,401,,466,401,,,,
92,2020,Languages,University College Cork (NUI),English - 3 years or 4 years (International Pathway),CK109,318,,441,318,,,,
93,2020,Languages,University College Cork (NUI),World Languages,CK110,452,433,506,410,,,,
94,2020,Welfare,University College Cork (NUI),Early Years and Childhood Studies,CK111,419,,451,419,,,,
95,2020,Arts,University College Cork (NUI),Theatre and Performative Practices - 3 or 4 years (Int`l Pathway),CK112,330,,434,330,,,,#
96,2020,Social and behavioural sciences,University College Cork (NUI),Criminology - 3 years or 4 years (International Pathway),CK113,423,,463,423,,,,
97,2020,Welfare,University College Cork (NUI),Social Science (Youth and Community Work) - 3 years,CK114,,,,777,,,,#
98,2020,Welfare,University College Cork (NUI),Social Work - Mature Applicants only,CK115,,,,999,,,,
99,2020,Arts,University College Cork (NUI),Digital Humanities and IT - 3 or 4 years (Work Exper. or Int`l Pathway),CK118,336,,378,336,,,,
100,2020,Social and behavioural sciences,University College Cork (NUI),Applied Psychology,CK120,533,532,555,531,*,*,*,
101,2020,Social and behavioural sciences,University College Cork (NUI),Psychology and Computing - 3 or 4 years (Work Experience Pathway),CK121,466,,496,466,,,,
102,2020,Social and behavioural sciences,University College Cork (NUI),Government and Political Science,CK122,337,328,403,326,,,,
103,2020,Humanities (except languages),University College Cork (NUI),Anthropology,CK123,308,,410,308,,,,
104,2020,Education,University College Cork (NUI),Education - Gaeilge,CK124,463,462,495,452,,,*,
105,2020,Education,University College Cork (NUI),Sports Studies and Physical Education,CK125,510,509,532,509,*,*,*,
106,2020,Business and administration,University College Cork (NUI),Commerce,CK201,477,,509,477,*,,*,
107,2020,Business and administration,University College Cork (NUI),Accounting,CK202,509,,542,509,,,,
108,2020,Information and Communication Technologies (ICTs),University College Cork (NUI),Business Information Systems,CK203,430,,467,430,,,,
109,2020,Business and administration,University College Cork (NUI),Finance,CK204,556,,590,556,,,,
110,2020,Business and administration,University College Cork (NUI),Commerce (International) with French,CK205,445,,495,445,,,,
111,2020,Business and administration,University College Cork (NUI),Commerce (International) with German,CK206,420,418,476,418,,,,
112,2020,Business and administration,University College Cork (NUI),Commerce (International) with Italian,CK207,388,,455,388,,,,
113,2020,Business and administration,University College Cork (NUI),Commerce (International) with Hispanic Studies,CK208,402,,484,402,,,,
114,2020,Business and administration,University College Cork (NUI),Commerce (International) with Irish,CK209,484,,531,484,,,,
115,2020,Business and administration,University College Cork (NUI),Commerce (International) with Chinese Studies,CK211,397,,433,397,,,,
116,2020,Social and behavioural sciences,University College Cork (NUI),Economics (through Transformational Learning) 3 or 4 years Int`l Pathway,CK212,444,,473,444,,,,
117,2020,Business and administration,University College Cork (NUI),Food Marketing and Entrepreneurship,CK213,462,,476,462,,,,
118,2020,Social and behavioural sciences,University College Cork (NUI),International Development,CK214,346,,422,346,,,,
119,2020,Law,University College Cork (NUI),Law (Pathways) -  3 or 4 years,CK301,507,499,531,498,,,*,
120,2020,Law,University College Cork (NUI),Law and French,CK302,542,,576,542,,,,
121,2020,Law,University College Cork (NUI),Law and Irish,CK304,540,,565,540,,,,
122,2020,Law,University College Cork (NUI),Law and Business,CK307,556,,589,556,,,,
123,2020,Information and Communication Technologies (ICTs),University College Cork (NUI),Computer Science,CK401,468,,509,468,,,,
124,2020,Biological and related sciences,University College Cork (NUI),Biological and Chemical Sciences,CK402,510,509,532,509,*,*,,
125,2020,Biological and related sciences,University College Cork (NUI),"Biological, Earth and Environmental Sciences",CK404,467,,498,465,,,,
126,2020,Biological and related sciences,University College Cork (NUI),Genetics,CK405,487,,498,487,,,,
127,2020,Physical sciences,University College Cork (NUI),Chemical Sciences,CK406,485,472,494,462,,,,
128,2020,Mathematics and statistics,University College Cork (NUI),Mathematical Sciences,CK407,566,565,601,565,,*,,
129,2020,Physical sciences,University College Cork (NUI),Physics and Astrophysics,CK408,554,542,589,531,,,*,
130,2020,Physical sciences,University College Cork (NUI),Industrial Physics - Offered jointly by UCC and CIT,CK409,432,,499,432,,,,
131,2020,Information and Communication Technologies (ICTs),University College Cork (NUI),Data Science and Analytics,CK411,510,,554,509,,,,
132,2020,Agriculture,University College Cork (NUI),Agricultural Science,CK412,496,496,510,489,*,*,*,
133,2020,Biological and related sciences,University College Cork (NUI),Nutritional Sciences,CK504,518,,554,517,,,*,
134,2020,Manufacturing and processing,University College Cork (NUI),Food Science,CK505,441,440,465,420,,*,,
135,2020,Engineering and engineering trades,University College Cork (NUI),Engineering,CK600,487,,532,487,,,,
136,2020,Architecture and construction,University College Cork (NUI),Architecture - Offered jointly by UCC and CIT,CK606,484,476,510,469,,,,
137,2020,Health,University College Cork (NUI),Medicine (Undergraduate Entry - HPAT required),CK701,731,,739,731,,,,#
138,2020,Health,University College Cork (NUI),Dentistry,CK702,613,613,613,613,*,*,*,
139,2020,Health,University College Cork (NUI),Pharmacy,CK703,590,589,602,589,,*,*,
140,2020,Health,University College Cork (NUI),Occupational Therapy,CK704,566,555,577,555,,*,*,
141,2020,Health,University College Cork (NUI),Speech and Language Therapy,CK705,520,,541,520,,,,
142,2020,Health,University College Cork (NUI),Public Health Sciences,CK706,454,,477,454,,,,
143,2020,Health,University College Cork (NUI),Medical and Health Sciences,CK707,542,541,555,541,,,,
144,2020,Health,University College Cork (NUI),General Nursing,CK710,454,,477,454,*,,*,
145,2020,Health,University College Cork (NUI),Children`s and General Nursing (Integrated),CK712,533,,553,533,,,,
146,2020,Health,University College Cork (NUI),Mental Health Nursing,CK720,423,,440,419,,,,
147,2020,Health,University College Cork (NUI),Intellectual Disability Nursing,CK730,419,411,433,400,,,,
148,2020,Health,University College Cork (NUI),Midwifery,CK740,484,,507,473,,,*,
149,2020,Health,University College Cork (NUI),Medicine  - Graduate Entry (GAMSAT required),CK791,57,,58,57,*,,*,#
150,2020,Education,Marino Institute of Education,Education - Primary Teaching,CM001,484,,487,484,*,,*,
151,2020,Education,Marino Institute of Education,Education - Primary Teaching - Gaeltacht Applicants,CM002,,,,,,,,#
152,2020,Education,Marino Institute of Education,Oideachas - Bunmhúinteoireacht Trí Mheán na Gaeilge – Gaeltacht,CM003,528,,570,528,,,,#
153,2020,Education,Marino Institute of Education,Oideachas - Bunmhúinteoireacht Trí Mheán na Gaeilge – Gaeltacht,CM004,494,,513,494,,,,#
154,2020,Education,Marino Institute of Education,Education Studies,CM010,319,,407,317,,,,
155,2020,Education,Marino Institute of Education,Early Childhood Education,CM020,327,,390,327,,,,
180,2020,Engineering and engineering trades,Cork Institute of Technology,Chemical and Biopharmaceutical Engineering,CR105,443,,532,443,,,,
181,2020,Information and Communication Technologies (ICTs),Cork Institute of Technology,Software Development,CR106,411,,463,411,,,,
182,2020,Engineering and engineering trades,Cork Institute of Technology,Mechanical Engineering,CR108,434,,509,434,,,,
183,2020,Architecture and construction,Cork Institute of Technology,Structural Engineering,CR109,394,,423,394,,,,
184,2020,Transport services,Cork Institute of Technology,Automotive Business Management and Technology,CR110,311,,362,311,,,,
185,2020,Arts,Cork Institute of Technology,Creative Digital Media,CR112,361,,430,361,,,,
186,2020,Information and Communication Technologies (ICTs),Cork Institute of Technology,Computer Systems,CR116,332,,393,332,,,,
187,2020,Arts,Cork Institute of Technology,Music at CIT Cork School of Music,CR121,868,,1078,912,,,,#
188,2020,Arts,Cork Institute of Technology,Popular Music: Electric Bass Guitar at CIT Cork School of Music,CR125,1088,,1088,1088,,,,#
189,2020,Arts,Cork Institute of Technology,Popular Music: Drums at CIT Cork School of Music,CR126,801,,940,801,,,,#
190,2020,Arts,Cork Institute of Technology,Popular Music: Electric Guitar at CIT Cork School of Music,CR127,838,768,978,768,,,,#
191,2020,Arts,Cork Institute of Technology,Popular Music: Keyboards at CIT Cork School of Music,CR128,840,,881,840,,,,#
192,2020,Arts,Cork Institute of Technology,Popular Music: Voice at CIT Cork School of Music,CR129,841,,966,841,,,,#
193,2020,Arts,Cork Institute of Technology,Musical Theatre at CIT Cork School of Music,CR130,548,518,600,505,,,,#
194,2020,Business and administration,Cork Institute of Technology,Business Information Systems,CR150,335,,391,335,,,,
195,2020,Arts,Cork Institute of Technology,"Contemporary Applied Art (Ceramics, Glass, Textiles) at CIT Crawford",CR210,NaN,,NaN,NaN,,,,#
196,2020,Arts,Cork Institute of Technology,Fine Art at CIT Crawford College of Art and Design,CR220,NaN,,NaN,NaN,,,,#
197,2020,Arts,Cork Institute of Technology,Photography with New Media,CR225,NaN,,NaN,NaN,,,,#
199,2020,Physical sciences,Cork Institute of Technology,Physical Sciences (Common Entry),CR305,282,,356,282,,,,
200,2020,Information and Communication Technologies (ICTs),Cork Institute of Technology,IT Management,CR310,297,,339,297,,,,
201,2020,Biological and related sciences,Cork Institute of Technology,Biomedical Science - Offered jointly by CIT and UCC,CR320,565,,577,565,,,,
202,2020,Biological and related sciences,Cork Institute of Technology,Pharmaceutical Biotechnology,CR325,398,,440,398,,,,
203,2020,Health,Cork Institute of Technology,Nutrition and Health Science,CR333,402,,433,402,,,,
204,2020,Biological and related sciences,Cork Institute of Technology,Biological Sciences (Common Entry),CR335,420,,451,420,,,,
205,2020,Physical sciences,Cork Institute of Technology,Analytical Chemistry with Quality Assurance,CR340,251,,366,251,,,,
206,2020,Physical sciences,Cork Institute of Technology,Instrument Engineering,CR360,261,,388,261,,,,
207,2020,Environment,Cork Institute of Technology,Environmental Science and Sustainable Technology,CR365,253,,341,253,,,,
208,2020,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",Cork Institute of Technology,Agri-Biosciences,CR370,397,,453,397,,,,
209,2020,Business and administration,Cork Institute of Technology,Accounting,CR400,316,,413,316,,,,
210,2020,Business and administration,Cork Institute of Technology,Marketing,CR420,285,,346,285,,,,
211,2020,Business and administration,Cork Institute of Technology,International Business with Language,CR425,298,,412,298,,,,
212,2020,Personal services,Cork Institute of Technology,Sport and Exercise Management,CR430,322,,407,322,,,,
213,2020,Education,Cork Institute of Technology,Montessori Education,CR440,288,,362,288,,,,
214,2020,Engineering and engineering trades,Cork Institute of Technology,Engineering (Common Entry),CR500,411,,465,411,,,,
215,2020,Environment,Cork Institute of Technology,Sustainable Energy Engineering,CR510,320,,389,320,,,,
216,2020,Health,Cork Institute of Technology,Biomedical Engineering,CR520,444,,488,444,,,,
217,2020,Architecture and construction,Cork Institute of Technology,Architectural Technology,CR560,308,,377,308,,,,
218,2020,Architecture and construction,Cork Institute of Technology,Interior Architecture,CR565,359,,423,359,,,,
219,2020,Architecture and construction,Cork Institute of Technology,Quantity Surveying,CR570,336,,392,336,,,,
220,2020,Architecture and construction,Cork Institute of Technology,Construction Management,CR572,269,,318,269,,,,
221,2020,Engineering and engineering trades,Cork Institute of Technology,Electrical Engineering,CR580,318,,377,318,,,,
222,2020,Engineering and engineering trades,Cork Institute of Technology,Electronic Engineering,CR590,303,,379,303,,,,
223,2020,Arts,Cork Institute of Technology,Visual Communications,CR600,NaN,,NaN,NaN,,,,#
229,2020,Personal services,Cork Institute of Technology,Tourism Management,CR660,252,,325,252,,,,
230,2020,Arts,Cork Institute of Technology,Theatre and Drama Studies at CIT Cork School of Music,CR700,740,645,982,645,,,,#
235,2020,Information and Communication Technologies (ICTs),CCT College Dublin,Information Technology,CT125,220,,299,220,,,,
236,2020,Business and administration,CCT College Dublin,Business,CT325,338,,338,281,,,,
238,2020,Business and administration,"Institute of Technology, Carlow",Business (options),CW018,298,248,312,248,,,,
240,2020,Welfare,"Institute of Technology, Carlow",Early Childhood Education and Care,CW028,252,,301,252,,,,
242,2020,Arts,"Institute of Technology, Carlow",Art (portfolio),CW038,700,,700,700,,,,#
245,2020,Personal services,"Institute of Technology, Carlow",Tourism and Event Management,CW058,298,,348,298,,,,
246,2020,Welfare,"Institute of Technology, Carlow",Applied Social Studies in Professional Social Care,CW068,245,,292,245,,,,
248,2020,Agriculture,"Institute of Technology, Carlow",Sustainable Farm Management and Agribusiness,CW078,269,,327,269,,,,
249,2020,Arts,"Institute of Technology, Carlow",Visual Communications and Design,CW088,274,,340,274,,,,
252,2020,Biological and related sciences,"Institute of Technology, Carlow",Science (options),CW108,261,,346,261,,,,
256,2020,Biological and related sciences,"Institute of Technology, Carlow",Brewing and Distilling,CW128,263,,318,263,,,,
257,2020,Personal services,"Institute of Technology, Carlow",Sport and Exercise Science,CW138,423,,444,423,,,,
258,2020,Personal services,"Institute of Technology, Carlow",Strength and Conditioning,CW148,379,,400,379,,,,
259,2020,Health,"Institute of Technology, Carlow",Sport Rehabilitation and Athletic Therapy,CW188,451,448,466,448,,,,
262,2020,Information and Communication Technologies (ICTs),"Institute of Technology, Carlow",Computer Games Development,CW208,279,,327,279,,,,
266,2020,Information and Communication Technologies (ICTs),"Institute of Technology, Carlow",Software Development,CW238,297,,341,297,,,,
267,2020,Information and Communication Technologies (ICTs),"Institute of Technology, Carlow",Information Technology Management,CW248,285,,385,285,,,,
268,2020,Information and Communication Technologies (ICTs),"Institute of Technology, Carlow",Cybercrime and IT Security,CW258,293,,358,293,,,,
269,2020,Information and Communication Technologies (ICTs),"Institute of Technology, Carlow",Computing in Interactive Digital Art and Design,CW268,287,,369,287,,,,
273,2020,Architecture and construction,"Institute of Technology, Carlow",Construction (options),CW438,272,,336,272,,,,
274,2020,Architecture and construction,"Institute of Technology, Carlow",Architectural Technology,CW468,262,,358,262,,,,
275,2020,Architecture and construction,"Institute of Technology, Carlow",Civil Engineering,CW478,433,,492,433,,,,
280,2020,Engineering and engineering trades,"Institute of Technology, Carlow",Mechanical Engineering,CW548,321,,371,321,,,,
281,2020,Engineering and engineering trades,"Institute of Technology, Carlow",Electronic Systems,CW558,280,,361,280,,,,
282,2020,Engineering and engineering trades,"Institute of Technology, Carlow",Aerospace Engineering,CW568,380,,442,380,,,,
283,2020,Arts,"Institute of Technology, Carlow",TV and Media Production,CW578,325,,420,325,,,,
286,2020,Law,"Institute of Technology, Carlow",Law - LLB,CW708,302,,349,302,,,,
288,2020,Arts,"Institute of Technology, Carlow",Product Design Innovation,CW728,252,,359,252,,,,
289,2020,Welfare,"Institute of Technology, Carlow",Early Childhood Education and Care,CW748,270,,327,270,,,,
290,2020,Welfare,"Institute of Technology, Carlow",Professional Social Care Practice,CW758,336,,358,336,,,,
292,2020,Business and administration,"Institute of Technology, Carlow",Media and Public Relations,CW808,251,,298,251,,,,
296,2020,Information and Communication Technologies (ICTs),"Institute of Technology, Carlow",Digital Marketing with Analytics,CW848,254,,326,269,,,,
297,2020,Personal services,"Institute of Technology, Carlow","Sports Management and Coaching (options, portfolio)",CW858,700,,700,700,,,,#
299,2020,Business and administration,"Institute of Technology, Carlow",Business (options),CW908,280,,357,280,,,,
303,2020,Business and administration,"Institute of Technology, Carlow",Business with Law,CW938,283,,301,283,,,,
304,2020,Business and administration,"Institute of Technology, Carlow",Accounting,CW948,300,,364,300,,,,
305,2020,Information and Communication Technologies (ICTs),Dublin Business School,Computing,DB500,218,218,301,218,,,,
306,2020,Information and Communication Technologies (ICTs),Dublin Business School,Computing (Cloud Computing),DB501,227,227,280,227,,,,
307,2020,Information and Communication Technologies (ICTs),Dublin Business School,Computing (Data Analytics and Big Data),DB502,341,341,377,334,,,,
308,2020,Information and Communication Technologies (ICTs),Dublin Business School,Computing (Software Development),DB503,225,225,281,225,,,,
309,2020,Information and Communication Technologies (ICTs),Dublin Business School,Computing (Web and Mobile Technology),DB504,,281,281,281,,,,
310,2020,Arts,Dublin Business School,Audio Production and Music Project Management,DB510,234,223,290,223,,,,
311,2020,Business and administration,Dublin Business School,Business Studies,DB512,218,203,308,203,,,,
312,2020,Business and administration,Dublin Business School,Business Studies (Law),DB514,252,,270,251,,,,
313,2020,Business and administration,Dublin Business School,Business Studies (Human Resource Management),DB515,244,244,326,244,,,,
314,2020,Business and administration,Dublin Business School,Financial Services,DB516,,,,,,,,
315,2020,Business and administration,Dublin Business School,Marketing (Event Management),DB517,238,,309,238,,,,
316,2020,Business and administration,Dublin Business School,Accounting and Finance,DB521,225,195,318,195,,,,
317,2020,Information and Communication Technologies (ICTs),Dublin Business School,Business (Information Systems),DB524,342,309,409,309,,,,
318,2020,Information and Communication Technologies (ICTs),Dublin Business School,Business (Cloud Computing),DB526,347,,423,347,,,,
319,2020,Social and behavioural sciences,Dublin Business School,Applied Social Care,DB527,234,260,306,234,,,,
321,2020,Business and administration,Dublin Business School,Marketing,DB531,293,,336,293,,,,
323,2020,Social and behavioural sciences,Dublin Business School,Psychology,DB562,243,229,322,229,,,,
325,2020,Social and behavioural sciences,Dublin Business School,Social Science,DB566,220,227,290,220,,,,
326,2020,Arts,Dublin Business School,Film and Creative Media,DB567,218,202,290,202,,,,
327,2020,Law,Dublin Business School,Law,DB568,219,252,309,217,,,,
328,2020,Business and administration,Dublin Business School,Business (Psychology),DB569,252,,284,252,,,,
334,2020,Education,Dublin City University,Education - Early Childhood Education,DC001,440,,462,440,,,,
335,2020,Education,Dublin City University,Education - Primary Teaching,DC002,488,,520,488,,,,
